day,product_name,count
"2017-03-03","컵",17
"2017-03-04","바나나",16
"2017-03-04","사과",14
"2017-03-04","컵",17
"2017-03-05","바나나",18
"2017-03-05","사과",19
"2017-03-05","컵",24
"2017-03-06","바나나",14
"2017-03-06","사과",13
"2017-03-06","컵",18
"2017-03-07","바나나",18
"2017-03-07","사과",17
"2017-03-07","컵",17
"2017-03-08","바나나",16
"2017-03-08","사과",11
"2017-03-08","컵",9
"2017-03-09","바나나",18
"2017-03-09","사과",20
"2017-03-09","컵",12
"2017-03-10","바나나",10
"2017-03-10","사과",10
"2017-03-10","컵",8
"2017-03-11","바나나",7
"2017-03-11","사과",5
"2017-03-11","컵",3
"2017-03-12","바나나",14
"2017-03-12","사과",18
"2017-03-12","컵",15
"2017-03-13","바나나",15
"2017-03-13","사과",13
"2017-03-13","컵",16
"2017-03-14","바나나",7
"2017-03-14","사과",11
"2017-03-14","컵",8
"2017-03-15","바나나",20
"2017-03-15","사과",19
"2017-03-15","컵",19
"2017-03-16","바나나",7
"2017-03-16","사과",7
"2017-03-16","컵",8
"2017-03-17","바나나",19
"2017-03-17","사과",19
"2017-03-17","컵",17
"2017-03-18","바나나",4
"2017-03-18","사과",4
"2017-03-18","컵",5
"2017-03-19","바나나",2
"2017-03-19","사과",6
"2017-03-19","컵",5
"2017-03-20","바나나",23
"2017-03-20","사과",16
"2017-03-20","컵",23
"2017-03-21","바나나",8
"2017-03-21","사과",11
"2017-03-21","컵",11
"2017-03-22","바나나",17
"2017-03-22","사과",12
"2017-03-22","컵",13
"2017-03-23","바나나",13
"2017-03-23","사과",12
"2017-03-23","컵",11
"2017-03-24","바나나",8
"2017-03-24","사과",6
"2017-03-24","컵",7
"2017-03-25","바나나",18
"2017-03-25","사과",19
"2017-03-25","컵",14
"2017-03-26","바나나",13
"2017-03-26","사과",17
"2017-03-26","컵",17
"2017-03-27","바나나",19
"2017-03-27","사과",17
"2017-03-27","컵",20
"2017-03-28","바나나",14
"2017-03-28","사과",18
"2017-03-28","컵",15
"2017-03-29","바나나",19
"2017-03-29","사과",18
"2017-03-29","컵",15
"2017-03-30","바나나",7
"2017-03-30","사과",5
"2017-03-30","컵",6
"2017-03-31","바나나",20
"2017-03-31","사과",17
"2017-03-31","컵",17
"2017-04-01","바나나",11
"2017-04-01","사과",12
"2017-04-01","컵",19
"2017-04-02","바나나",18
"2017-04-02","사과",16
"2017-04-02","컵",17
"2017-04-03","바나나",2
"2017-04-03","사과",3
"2017-04-03","컵",3
"2017-04-04","바나나",8
"2017-04-04","사과",6
"2017-04-04","컵",4
"2017-04-05","바나나",10
"2017-04-05","사과",9
"2017-04-05","컵",10
"2017-04-06","바나나",16
"2017-04-06","사과",17
"2017-04-06","컵",15
"2017-04-07","바나나",15
"2017-04-07","사과",20
"2017-04-07","컵",13
"2017-04-08","바나나",6
"2017-04-08","사과",9
"2017-04-08","컵",9
"2017-04-09","바나나",19
"2017-04-09","사과",15
"2017-04-09","컵",17
"2017-04-10","바나나",11
"2017-04-10","사과",12
"2017-04-10","컵",11
"2017-04-11","바나나",21
"2017-04-11","사과",16
"2017-04-11","컵",19
"2017-04-12","바나나",17
"2017-04-12","사과",14
"2017-04-12","컵",21
"2017-04-13","바나나",25
"2017-04-13","사과",19
"2017-04-13","컵",22
"2017-04-14","바나나",14
"2017-04-14","사과",13
"2017-04-14","컵",16
"2017-04-15","바나나",8
"2017-04-15","사과",7
"2017-04-15","컵",9
"2017-04-16","바나나",13
"2017-04-16","사과",20
"2017-04-16","컵",19
"2017-04-17","바나나",6
"2017-04-17","사과",8
"2017-04-17","컵",10
"2017-04-18","바나나",24
"2017-04-18","사과",15
"2017-04-18","컵",20
"2017-04-19","바나나",20
"2017-04-19","사과",16
"2017-04-19","컵",19
"2017-04-20","바나나",14
"2017-04-20","사과",19
"2017-04-20","컵",16
"2017-04-21","바나나",17
"2017-04-21","사과",17
"2017-04-21","컵",18
"2017-04-22","바나나",14
"2017-04-22","사과",20
"2017-04-22","컵",22
"2017-04-23","바나나",16
"2017-04-23","사과",15
"2017-04-23","컵",14
"2017-04-24","바나나",8
"2017-04-24","사과",12
"2017-04-24","컵",7
"2017-04-25","바나나",13
"2017-04-25","사과",19
"2017-04-25","컵",16
"2017-04-26","바나나",6
"2017-04-26","사과",4
"2017-04-26","컵",5
"2017-04-27","바나나",11
"2017-04-27","사과",14
"2017-04-27","컵",15
"2017-04-28","바나나",15
"2017-04-28","사과",14
"2017-04-28","컵",15
"2017-04-29","바나나",23
"2017-04-29","사과",21
"2017-04-29","컵",19
"2017-04-30","바나나",12
"2017-04-30","사과",9
"2017-04-30","컵",7
"2017-05-01","바나나",4
"2017-05-01","사과",8
"2017-05-01","컵",8
"2017-05-02","바나나",12
"2017-05-02","사과",13
"2017-05-02","컵",16
"2017-05-03","바나나",11
"2017-05-03","사과",9
"2017-05-03","컵",11
"2017-05-04","바나나",6
"2017-05-04","사과",7
"2017-05-04","컵",5
"2017-05-05","바나나",11
"2017-05-05","사과",17
"2017-05-05","컵",18
"2017-05-06","바나나",8
"2017-05-06","사과",6
"2017-05-06","컵",6
"2017-05-07","바나나",9
"2017-05-07","사과",10
"2017-05-07","컵",10
"2017-05-08","바나나",11
"2017-05-08","사과",12
"2017-05-08","컵",15
"2017-05-09","바나나",7
"2017-05-09","사과",8
"2017-05-09","컵",7
"2017-05-10","바나나",15
"2017-05-10","사과",19
"2017-05-10","컵",19
"2017-05-11","바나나",8
"2017-05-11","사과",13
"2017-05-11","컵",11
"2017-05-12","바나나",5
"2017-05-12","사과",5
"2017-05-12","컵",4
"2017-05-13","바나나",5
"2017-05-13","사과",4
"2017-05-13","컵",6
"2017-05-14","바나나",4
"2017-05-14","사과",7
"2017-05-14","컵",5
"2017-05-15","바나나",23
"2017-05-15","사과",24
"2017-05-15","컵",18
"2017-05-16","바나나",18
"2017-05-16","사과",17
"2017-05-16","컵",25
"2017-05-17","바나나",12
"2017-05-17","사과",14
"2017-05-17","컵",14
"2017-05-18","바나나",11
"2017-05-18","사과",10
"2017-05-18","컵",9
"2017-05-19","바나나",17
"2017-05-19","사과",11
"2017-05-19","컵",14
"2017-05-20","바나나",12
"2017-05-20","사과",12
"2017-05-20","컵",11
"2017-05-21","바나나",9
"2017-05-21","사과",8
"2017-05-21","컵",4
"2017-05-22","바나나",15
"2017-05-22","사과",12
"2017-05-22","컵",10
"2017-05-23","바나나",7
"2017-05-23","사과",8
"2017-05-23","컵",7
"2017-05-24","바나나",6
"2017-05-24","사과",7
"2017-05-24","컵",7
"2017-05-25","바나나",9
"2017-05-25","사과",9
"2017-05-25","컵",9
"2017-05-26","바나나",12
"2017-05-26","사과",16
"2017-05-26","컵",12
"2017-05-27","바나나",16
"2017-05-27","사과",12
"2017-05-27","컵",14
"2017-05-28","바나나",15
"2017-05-28","사과",15
"2017-05-28","컵",15
"2017-05-29","바나나",19
"2017-05-29","사과",11
"2017-05-29","컵",21
"2017-05-30","바나나",18
"2017-05-30","사과",21
"2017-05-30","컵",18
"2017-05-31","바나나",20
"2017-05-31","사과",11
"2017-05-31","컵",12
"2017-06-01","바나나",19
"2017-06-01","사과",21
"2017-06-01","컵",19
"2017-06-02","바나나",13
"2017-06-02","사과",6
"2017-06-02","컵",13
"2017-06-03","바나나",10
"2017-06-03","사과",13
"2017-06-03","컵",12
"2017-06-04","바나나",10
"2017-06-04","사과",14
"2017-06-04","컵",15
"2017-06-05","바나나",18
"2017-06-05","사과",15
"2017-06-05","컵",16
"2017-06-06","바나나",24
"2017-06-06","사과",20
"2017-06-06","컵",22
"2017-06-07","바나나",3
"2017-06-07","사과",4
"2017-06-07","컵",4
"2017-06-08","바나나",16
"2017-06-08","사과",11
"2017-06-08","컵",9
"2017-06-09","바나나",4
"2017-06-09","사과",5
"2017-06-09","컵",6
"2017-06-10","바나나",7
"2017-06-10","사과",10
"2017-06-10","컵",9
"2017-06-11","바나나",9
"2017-06-11","사과",13
"2017-06-11","컵",10
"2017-06-12","바나나",8
"2017-06-12","사과",2
"2017-06-12","컵",6
"2017-06-13","바나나",15
"2017-06-13","사과",11
"2017-06-13","컵",14
"2017-06-14","바나나",19
"2017-06-14","사과",17
"2017-06-14","컵",18
"2017-06-15","바나나",10
"2017-06-15","사과",15
"2017-06-15","컵",14
"2017-06-16","바나나",11
"2017-06-16","사과",11
"2017-06-16","컵",8
"2017-06-17","바나나",10
"2017-06-17","사과",11
"2017-06-17","컵",10
"2017-06-18","바나나",14
"2017-06-18","사과",11
"2017-06-18","컵",15
"2017-06-19","바나나",9
"2017-06-19","사과",9
"2017-06-19","컵",10
"2017-06-20","바나나",9
"2017-06-20","사과",14
"2017-06-20","컵",11
"2017-06-21","바나나",16
"2017-06-21","사과",17
"2017-06-21","컵",18
"2017-06-22","바나나",12
"2017-06-22","사과",11
"2017-06-22","컵",11
"2017-06-23","바나나",7
"2017-06-23","사과",7
"2017-06-23","컵",8
"2017-06-24","바나나",18
"2017-06-24","사과",22
"2017-06-24","컵",20
"2017-06-25","바나나",10
"2017-06-25","사과",15
"2017-06-25","컵",11
"2017-06-26","바나나",13
"2017-06-26","사과",9
"2017-06-26","컵",10
"2017-06-27","바나나",19
"2017-06-27","사과",21
"2017-06-27","컵",19
"2017-06-28","바나나",6
"2017-06-28","사과",10
"2017-06-28","컵",9
"2017-06-29","바나나",10
"2017-06-29","사과",9
"2017-06-29","컵",11
"2017-06-30","바나나",10
"2017-06-30","사과",8
"2017-06-30","컵",12
"2017-07-01","바나나",9
"2017-07-01","사과",10
"2017-07-01","컵",10
"2017-07-02","바나나",18
"2017-07-02","사과",19
"2017-07-02","컵",16
"2017-07-03","바나나",19
"2017-07-03","사과",19
"2017-07-03","컵",15
"2017-07-04","바나나",14
"2017-07-04","사과",15
"2017-07-04","컵",13
"2017-07-05","바나나",12
"2017-07-05","사과",14
"2017-07-05","컵",15
"2017-07-06","바나나",15
"2017-07-06","사과",13
"2017-07-06","컵",12
"2017-07-07","바나나",7
"2017-07-07","사과",9
"2017-07-07","컵",7
"2017-07-08","바나나",14
"2017-07-08","사과",13
"2017-07-08","컵",15
"2017-07-09","바나나",13
"2017-07-09","사과",12
"2017-07-09","컵",13
"2017-07-10","바나나",15
"2017-07-10","사과",12
"2017-07-10","컵",14
"2017-07-11","바나나",18
"2017-07-11","사과",23
"2017-07-11","컵",17
"2017-07-12","바나나",20
"2017-07-12","사과",18
"2017-07-12","컵",16
"2017-07-13","바나나",9
"2017-07-13","사과",9
"2017-07-13","컵",10
"2017-07-14","바나나",7
"2017-07-14","사과",12
"2017-07-14","컵",11
"2017-07-15","바나나",13
"2017-07-15","사과",12
"2017-07-15","컵",11
"2017-07-16","바나나",11
"2017-07-16","사과",12
"2017-07-16","컵",11
"2017-07-17","바나나",14
"2017-07-17","사과",16
"2017-07-17","컵",16
"2017-07-18","바나나",13
"2017-07-18","사과",12
"2017-07-18","컵",12
"2017-07-19","바나나",16
"2017-07-19","사과",18
"2017-07-19","컵",18
"2017-07-20","바나나",6
"2017-07-20","사과",6
"2017-07-20","컵",8
"2017-07-21","바나나",18
"2017-07-21","사과",13
"2017-07-21","컵",20
"2017-07-22","바나나",18
"2017-07-22","사과",16
"2017-07-22","컵",15
"2017-07-23","바나나",7
"2017-07-23","사과",9
"2017-07-23","컵",7
"2017-07-24","바나나",12
"2017-07-24","사과",10
"2017-07-24","컵",10
"2017-07-25","바나나",14
"2017-07-25","사과",18
"2017-07-25","컵",14
"2017-07-26","바나나",12
"2017-07-26","사과",6
"2017-07-26","컵",9
"2017-07-27","바나나",16
"2017-07-27","사과",21
"2017-07-27","컵",18
"2017-07-28","바나나",15
"2017-07-28","사과",13
"2017-07-28","컵",15
"2017-07-29","바나나",14
"2017-07-29","사과",12
"2017-07-29","컵",13
"2017-07-30","바나나",12
"2017-07-30","사과",11
"2017-07-30","컵",12
"2017-07-31","바나나",14
"2017-07-31","사과",18
"2017-07-31","컵",16
"2017-08-01","바나나",7
"2017-08-01","사과",4
"2017-08-01","컵",7
"2017-08-02","바나나",17
"2017-08-02","사과",15
"2017-08-02","컵",11
"2017-08-03","바나나",15
"2017-08-03","사과",15
"2017-08-03","컵",16
"2017-08-04","바나나",19
"2017-08-04","사과",15
"2017-08-04","컵",18
"2017-08-05","바나나",10
"2017-08-05","사과",9
"2017-08-05","컵",13
"2017-08-06","바나나",22
"2017-08-06","사과",24
"2017-08-06","컵",14
"2017-08-07","바나나",17
"2017-08-07","사과",17
"2017-08-07","컵",14
"2017-08-08","바나나",9
"2017-08-08","사과",13
"2017-08-08","컵",8
"2017-08-09","바나나",9
"2017-08-09","사과",9
"2017-08-09","컵",7
"2017-08-10","바나나",9
"2017-08-10","사과",11
"2017-08-10","컵",8
"2017-08-11","바나나",21
"2017-08-11","사과",14
"2017-08-11","컵",19
"2017-08-12","바나나",12
"2017-08-12","사과",12
"2017-08-12","컵",17
"2017-08-13","바나나",10
"2017-08-13","사과",9
"2017-08-13","컵",6
"2017-08-14","바나나",8
"2017-08-14","사과",11
"2017-08-14","컵",14
"2017-08-15","바나나",16
"2017-08-15","사과",18
"2017-08-15","컵",13
"2017-08-16","바나나",9
"2017-08-16","사과",8
"2017-08-16","컵",6
"2017-08-17","바나나",9
"2017-08-17","사과",7
"2017-08-17","컵",9
"2017-08-18","바나나",9
"2017-08-18","사과",7
"2017-08-18","컵",9
"2017-08-19","바나나",9
"2017-08-19","사과",8
"2017-08-19","컵",10
"2017-08-20","바나나",10
"2017-08-20","사과",13
"2017-08-20","컵",10
"2017-08-21","바나나",11
"2017-08-21","사과",9
"2017-08-21","컵",12
"2017-08-22","바나나",15
"2017-08-22","사과",15
"2017-08-22","컵",12
"2017-08-23","바나나",3
"2017-08-23","사과",5
"2017-08-23","컵",6
"2017-08-24","바나나",10
"2017-08-24","사과",9
"2017-08-24","컵",10
"2017-08-25","바나나",5
"2017-08-25","사과",5
"2017-08-25","컵",8
"2017-08-26","바나나",7
"2017-08-26","사과",6
"2017-08-26","컵",5
"2017-08-27","바나나",3
"2017-08-27","사과",2
"2017-08-27","컵",7
"2017-08-28","바나나",11
"2017-08-28","사과",12
"2017-08-28","컵",12
"2017-08-29","바나나",12
"2017-08-29","사과",9
"2017-08-29","컵",13
"2017-08-30","바나나",6
"2017-08-30","사과",7
"2017-08-30","컵",6
"2017-08-31","바나나",10
"2017-08-31","사과",8
"2017-08-31","컵",8
"2017-09-01","바나나",14
"2017-09-01","사과",11
"2017-09-01","컵",10
"2017-09-02","바나나",12
"2017-09-02","사과",11
"2017-09-02","컵",13
"2017-09-03","바나나",16
"2017-09-03","사과",16
"2017-09-03","컵",18
"2017-09-04","바나나",7
"2017-09-04","사과",8
"2017-09-04","컵",10
"2017-09-05","바나나",4
"2017-09-05","사과",6
"2017-09-05","컵",4
"2017-09-06","바나나",5
"2017-09-06","사과",5
"2017-09-06","컵",5
"2017-09-07","바나나",4
"2017-09-07","사과",9
"2017-09-07","컵",6
"2017-09-08","바나나",14
"2017-09-08","사과",15
"2017-09-08","컵",14
"2017-09-09","바나나",15
"2017-09-09","사과",19
"2017-09-09","컵",21
"2017-09-10","바나나",2
"2017-09-10","사과",6
"2017-09-10","컵",4
"2017-09-11","바나나",21
"2017-09-11","사과",19
"2017-09-11","컵",21
"2017-09-12","바나나",16
"2017-09-12","사과",15
"2017-09-12","컵",17
"2017-09-13","바나나",13
"2017-09-13","사과",16
"2017-09-13","컵",17
"2017-09-14","바나나",7
"2017-09-14","사과",10
"2017-09-14","컵",11
"2017-09-15","바나나",22
"2017-09-15","사과",14
"2017-09-15","컵",13
"2017-09-16","바나나",3
"2017-09-16","사과",6
"2017-09-16","컵",6
"2017-09-17","바나나",17
"2017-09-17","사과",16
"2017-09-17","컵",16
"2017-09-18","바나나",14
"2017-09-18","사과",21
"2017-09-18","컵",14
"2017-09-19","바나나",22
"2017-09-19","사과",12
"2017-09-19","컵",16
"2017-09-20","바나나",7
"2017-09-20","사과",9
"2017-09-20","컵",10
"2017-09-21","바나나",3
"2017-09-21","사과",3
"2017-09-21","컵",3
"2017-09-22","바나나",16
"2017-09-22","사과",16
"2017-09-22","컵",16
"2017-09-23","바나나",13
"2017-09-23","사과",18
"2017-09-23","컵",17
"2017-09-24","바나나",12
"2017-09-24","사과",13
"2017-09-24","컵",10
"2017-09-25","바나나",5
"2017-09-25","사과",9
"2017-09-25","컵",10
"2017-09-26","바나나",16
"2017-09-26","사과",18
"2017-09-26","컵",13
"2017-09-27","바나나",19
"2017-09-27","사과",20
"2017-09-27","컵",16
"2017-09-28","바나나",15
"2017-09-28","사과",12
"2017-09-28","컵",12
"2017-09-29","바나나",15
"2017-09-29","사과",19
"2017-09-29","컵",18
"2017-09-30","바나나",9
"2017-09-30","사과",9
"2017-09-30","컵",8
"2017-10-01","바나나",13
"2017-10-01","사과",11
"2017-10-01","컵",13
"2017-10-02","바나나",14
"2017-10-02","사과",16
"2017-10-02","컵",18
"2017-10-03","바나나",16
"2017-10-03","사과",16
"2017-10-03","컵",14
"2017-10-04","바나나",7
"2017-10-04","사과",6
"2017-10-04","컵",7
"2017-10-05","바나나",22
"2017-10-05","사과",24
"2017-10-05","컵",17
"2017-10-06","바나나",13
"2017-10-06","사과",16
"2017-10-06","컵",16
"2017-10-07","바나나",9
"2017-10-07","사과",9
"2017-10-07","컵",8
"2017-10-08","바나나",7
"2017-10-08","사과",4
"2017-10-08","컵",5
"2017-10-09","바나나",21
"2017-10-09","사과",16
"2017-10-09","컵",20
"2017-10-10","바나나",11
"2017-10-10","사과",14
"2017-10-10","컵",13
"2017-10-11","바나나",6
"2017-10-11","사과",5
"2017-10-11","컵",4
"2017-10-12","바나나",17
"2017-10-12","사과",16
"2017-10-12","컵",15
"2017-10-13","바나나",10
"2017-10-13","사과",12
"2017-10-13","컵",9
"2017-10-14","바나나",18
"2017-10-14","사과",13
"2017-10-14","컵",18
"2017-10-15","바나나",9
"2017-10-15","사과",8
"2017-10-15","컵",5
"2017-10-16","바나나",4
"2017-10-16","사과",3
"2017-10-16","컵",6
"2017-10-17","바나나",9
"2017-10-17","사과",9
"2017-10-17","컵",9
"2017-10-18","바나나",16
"2017-10-18","사과",23
"2017-10-18","컵",19
"2017-10-19","바나나",16
"2017-10-19","사과",12
"2017-10-19","컵",16
"2017-10-20","바나나",9
"2017-10-20","사과",9
"2017-10-20","컵",6
"2017-10-21","바나나",14
"2017-10-21","사과",19
"2017-10-21","컵",11
"2017-10-22","바나나",9
"2017-10-22","사과",9
"2017-10-22","컵",9
"2017-10-23","바나나",16
"2017-10-23","사과",19
"2017-10-23","컵",14
"2017-10-24","바나나",7
"2017-10-24","사과",7
"2017-10-24","컵",6
"2017-10-25","바나나",10
"2017-10-25","사과",11
"2017-10-25","컵",13
"2017-10-26","바나나",12
"2017-10-26","사과",10
"2017-10-26","컵",10
"2017-10-27","바나나",20
"2017-10-27","사과",16
"2017-10-27","컵",15
"2017-10-28","바나나",15
"2017-10-28","사과",15
"2017-10-28","컵",13
"2017-10-29","바나나",8
"2017-10-29","사과",6
"2017-10-29","컵",10
"2017-10-30","바나나",5
"2017-10-30","사과",4
"2017-10-30","컵",4
"2017-10-31","바나나",15
"2017-10-31","사과",19
"2017-10-31","컵",14
"2017-11-01","바나나",10
"2017-11-01","사과",14
"2017-11-01","컵",11
"2017-11-02","바나나",18
"2017-11-02","사과",16
"2017-11-02","컵",22
"2017-11-03","바나나",9
"2017-11-03","사과",12
"2017-11-03","컵",13
"2017-11-04","바나나",8
"2017-11-04","사과",4
"2017-11-04","컵",7
"2017-11-05","바나나",18
"2017-11-05","사과",19
"2017-11-05","컵",19
"2017-11-06","바나나",14
"2017-11-06","사과",14
"2017-11-06","컵",17
"2017-11-07","바나나",18
"2017-11-07","사과",18
"2017-11-07","컵",17
"2017-11-08","바나나",17
"2017-11-08","사과",18
"2017-11-08","컵",17
"2017-11-09","바나나",9
"2017-11-09","사과",8
"2017-11-09","컵",5
"2017-11-10","바나나",7
"2017-11-10","사과",5
"2017-11-10","컵",5
"2017-11-11","바나나",17
"2017-11-11","사과",20
"2017-11-11","컵",14
"2017-11-12","바나나",16
"2017-11-12","사과",16
"2017-11-12","컵",16
"2017-11-13","바나나",10
"2017-11-13","사과",14
"2017-11-13","컵",11
"2017-11-14","바나나",7
"2017-11-14","사과",6
"2017-11-14","컵",9
"2017-11-15","바나나",4
"2017-11-15","사과",5
"2017-11-15","컵",4
"2017-11-16","바나나",8
"2017-11-16","사과",6
"2017-11-16","컵",6
"2017-11-17","바나나",10
"2017-11-17","사과",12
"2017-11-17","컵",13
"2017-11-18","바나나",8
"2017-11-18","사과",10
"2017-11-18","컵",8
"2017-11-19","바나나",7
"2017-11-19","사과",7
"2017-11-19","컵",9
"2017-11-20","바나나",3
"2017-11-20","사과",4
"2017-11-20","컵",3
"2017-11-21","바나나",9
"2017-11-21","사과",9
"2017-11-21","컵",13
"2017-11-22","바나나",16
"2017-11-22","사과",20
"2017-11-22","컵",20
"2017-11-23","바나나",7
"2017-11-23","사과",6
"2017-11-23","컵",8
"2017-11-24","바나나",15
"2017-11-24","사과",17
"2017-11-24","컵",18
"2017-11-25","바나나",7
"2017-11-25","사과",11
"2017-11-25","컵",10
"2017-11-26","바나나",4
"2017-11-26","사과",3
"2017-11-26","컵",5
"2017-11-27","바나나",16
"2017-11-27","사과",16
"2017-11-27","컵",22
"2017-11-28","바나나",14
"2017-11-28","사과",11
"2017-11-28","컵",11
"2017-11-29","바나나",7
"2017-11-29","사과",9
"2017-11-29","컵",6
"2017-11-30","바나나",7
"2017-11-30","사과",8
"2017-11-30","컵",5
"2017-12-01","바나나",13
"2017-12-01","사과",12
"2017-12-01","컵",11
"2017-12-02","바나나",18
"2017-12-02","사과",16
"2017-12-02","컵",23
"2017-12-03","바나나",13
"2017-12-03","사과",14
"2017-12-03","컵",11
"2017-12-04","바나나",7
"2017-12-04","사과",8
"2017-12-04","컵",10
"2017-12-05","바나나",12
"2017-12-05","사과",9
"2017-12-05","컵",13
"2017-12-06","바나나",8
"2017-12-06","사과",9
"2017-12-06","컵",7
"2017-12-07","바나나",2
"2017-12-07","사과",2
"2017-12-07","컵",3
"2017-12-08","바나나",12
"2017-12-08","사과",8
"2017-12-08","컵",12
"2017-12-09","바나나",8
"2017-12-09","사과",9
"2017-12-09","컵",7
"2017-12-10","바나나",21
"2017-12-10","사과",21
"2017-12-10","컵",21
"2017-12-11","바나나",8
"2017-12-11","사과",6
"2017-12-11","컵",7
"2017-12-12","바나나",13
"2017-12-12","사과",21
"2017-12-12","컵",16
"2017-12-13","바나나",9
"2017-12-13","사과",10
"2017-12-13","컵",6
"2017-12-14","바나나",4
"2017-12-14","사과",5
"2017-12-14","컵",3
"2017-12-15","바나나",5
"2017-12-15","사과",7
"2017-12-15","컵",5
"2017-12-16","바나나",12
"2017-12-16","사과",11
