auto_id,cart_id,product_name
453,241,"바나나"
454,241,"컵"
455,242,"컵"
456,242,"사과"
457,243,"사과"
458,243,"바나나"
459,243,"컵"
460,244,"사과"
461,244,"바나나"
462,245,"사과"
463,246,"바나나"
464,246,"사과"
465,246,"컵"
466,247,"바나나"
467,247,"컵"
468,248,"컵"
469,248,"사과"
470,249,"사과"
471,249,"바나나"
472,250,"컵"
473,251,"바나나"
474,251,"컵"
475,252,"바나나"
476,252,"컵"
477,253,"바나나"
478,253,"컵"
479,253,"사과"
480,254,"컵"
481,255,"바나나"
482,255,"컵"
483,256,"사과"
484,256,"바나나"
485,256,"컵"
486,257,"컵"
487,257,"바나나"
488,258,"사과"
489,258,"바나나"
490,258,"컵"
491,259,"사과"
492,259,"바나나"
493,259,"컵"
494,260,"바나나"
495,260,"컵"
496,261,"컵"
497,261,"사과"
498,261,"바나나"
499,262,"컵"
500,263,"바나나"
501,264,"사과"
502,265,"바나나"
503,265,"컵"
504,265,"사과"
505,266,"사과"
506,267,"컵"
507,267,"사과"
508,267,"바나나"
509,268,"컵"
510,268,"사과"
511,269,"사과"
512,269,"컵"
513,270,"컵"
514,271,"사과"
515,271,"컵"
516,272,"사과"
517,272,"컵"
518,273,"사과"
519,273,"컵"
520,274,"바나나"
521,274,"컵"
522,275,"바나나"
523,275,"컵"
524,275,"사과"
525,276,"바나나"
526,276,"컵"
527,276,"사과"
528,277,"컵"
529,278,"사과"
530,278,"바나나"
531,279,"사과"
532,279,"컵"
533,280,"컵"
534,281,"사과"
535,281,"바나나"
536,282,"사과"
537,282,"컵"
538,282,"바나나"
539,283,"바나나"
540,284,"바나나"
541,285,"컵"
542,285,"바나나"
543,286,"컵"
544,286,"사과"
545,286,"바나나"
546,287,"사과"
547,287,"바나나"
548,287,"컵"
549,288,"바나나"
550,289,"사과"
551,290,"사과"
552,290,"컵"
553,291,"바나나"
554,291,"사과"
555,292,"바나나"
556,292,"사과"
557,292,"컵"
558,293,"바나나"
559,293,"사과"
560,294,"바나나"
561,295,"바나나"
562,295,"컵"
563,296,"사과"
564,297,"컵"
565,298,"바나나"
566,299,"바나나"
567,300,"바나나"
568,300,"사과"
569,300,"컵"
570,301,"컵"
571,301,"사과"
572,302,"사과"
573,302,"바나나"
574,303,"바나나"
575,303,"사과"
576,303,"컵"
577,304,"컵"
578,304,"사과"
579,304,"바나나"
580,305,"사과"
581,306,"컵"
582,306,"바나나"
583,307,"컵"
584,307,"바나나"
585,307,"사과"
586,308,"컵"
587,308,"사과"
588,308,"바나나"
589,309,"컵"
590,309,"사과"
591,310,"컵"
592,310,"바나나"
593,311,"바나나"
594,311,"사과"
595,311,"컵"
596,312,"바나나"
597,313,"사과"
598,313,"바나나"
599,314,"사과"
600,314,"컵"
601,315,"바나나"
602,315,"사과"
603,316,"컵"
604,316,"사과"
605,317,"컵"
606,317,"바나나"
607,318,"사과"
608,318,"바나나"
609,319,"컵"
610,319,"사과"
611,319,"바나나"
612,320,"사과"
613,320,"컵"
614,321,"사과"
615,322,"컵"
616,323,"바나나"
617,324,"바나나"
618,324,"컵"
619,325,"바나나"
620,325,"컵"
621,326,"바나나"
622,326,"컵"
623,326,"사과"
624,327,"컵"
625,327,"사과"
626,327,"바나나"
627,328,"바나나"
628,328,"사과"
629,328,"컵"
630,329,"바나나"
631,329,"사과"
632,330,"사과"
633,330,"바나나"
634,330,"컵"
635,331,"바나나"
636,332,"사과"
637,332,"컵"
638,332,"바나나"
639,333,"바나나"
640,333,"사과"
641,333,"컵"
642,334,"바나나"
643,334,"컵"
644,334,"사과"
645,335,"바나나"
646,335,"컵"
647,335,"사과"
648,336,"컵"
649,336,"사과"
650,337,"사과"
651,338,"사과"
652,338,"바나나"
653,339,"사과"
654,340,"컵"
655,340,"바나나"
656,340,"사과"
657,341,"바나나"
658,342,"바나나"
659,342,"컵"
660,343,"컵"
661,343,"사과"
662,343,"바나나"
663,344,"사과"
664,345,"사과"
665,346,"컵"
666,347,"컵"
667,347,"사과"
668,347,"바나나"
669,348,"사과"
670,349,"바나나"
671,350,"바나나"
672,351,"컵"
673,352,"컵"
674,352,"사과"
675,352,"바나나"
676,353,"사과"
677,353,"컵"
678,354,"컵"
679,354,"바나나"
680,355,"컵"
681,355,"사과"
682,355,"바나나"
683,356,"사과"
684,356,"바나나"
685,356,"컵"
686,357,"컵"
687,358,"사과"
688,358,"바나나"
689,359,"사과"
690,359,"컵"
691,360,"사과"
692,361,"바나나"
693,361,"사과"
694,362,"사과"
695,362,"컵"
696,362,"바나나"
697,363,"사과"
698,363,"바나나"
699,363,"컵"
700,364,"컵"
701,365,"바나나"
702,365,"사과"
703,365,"컵"
704,366,"컵"
705,367,"사과"
706,367,"컵"
707,368,"사과"
708,368,"바나나"
709,368,"컵"
710,369,"컵"
711,369,"바나나"
712,369,"사과"
713,370,"바나나"
714,370,"사과"
715,370,"컵"
716,371,"사과"
717,371,"바나나"
718,372,"사과"
719,373,"컵"
720,373,"사과"
721,374,"바나나"
722,374,"컵"
723,374,"사과"
724,375,"컵"
725,376,"사과"
726,377,"사과"
727,377,"바나나"
728,377,"컵"
729,378,"컵"
730,378,"바나나"
731,379,"컵"
732,379,"사과"
733,380,"바나나"
734,381,"사과"
735,381,"컵"
736,381,"바나나"
737,382,"바나나"
738,383,"사과"
739,384,"사과"
740,384,"바나나"
741,385,"사과"
742,386,"컵"
743,386,"바나나"
744,387,"바나나"
745,387,"사과"
746,388,"사과"
747,388,"컵"
748,389,"사과"
749,389,"바나나"
750,390,"사과"
751,391,"사과"
752,392,"바나나"
753,393,"컵"
754,393,"바나나"
755,393,"사과"
756,394,"컵"
757,394,"사과"
758,394,"바나나"
759,395,"컵"
760,395,"바나나"
761,396,"컵"
762,397,"바나나"
763,397,"컵"
764,397,"사과"
765,398,"컵"
766,398,"사과"
767,399,"사과"
768,399,"컵"
769,400,"바나나"
770,401,"바나나"
771,401,"컵"
772,402,"컵"
773,402,"바나나"
774,402,"사과"
775,403,"컵"
776,404,"사과"
777,404,"바나나"
778,405,"컵"
779,405,"바나나"
780,405,"사과"
781,406,"바나나"
782,406,"사과"
783,406,"컵"
784,407,"바나나"
785,407,"사과"
786,407,"컵"
787,408,"컵"
788,409,"사과"
789,409,"바나나"
790,410,"컵"
791,410,"사과"
792,410,"바나나"
793,411,"바나나"
794,411,"사과"
795,411,"컵"
796,412,"컵"
797,412,"바나나"
798,412,"사과"
799,413,"바나나"
800,413,"사과"
801,414,"바나나"
802,414,"컵"
803,414,"사과"
804,415,"컵"
805,415,"바나나"
806,416,"컵"
807,417,"바나나"
808,417,"컵"
809,417,"사과"
810,418,"컵"
811,419,"바나나"
812,420,"바나나"
813,420,"사과"
814,420,"컵"
815,421,"바나나"
816,422,"사과"
817,422,"바나나"
818,423,"사과"
819,424,"사과"
820,424,"바나나"
821,425,"컵"
822,425,"사과"
823,426,"사과"
824,426,"바나나"
825,427,"사과"
826,427,"바나나"
827,428,"사과"
828,429,"바나나"
829,430,"컵"
830,431,"사과"
831,431,"바나나"
832,432,"컵"
833,432,"바나나"
834,433,"컵"
835,433,"바나나"
836,434,"컵"
837,434,"바나나"
838,434,"사과"
839,435,"바나나"
840,435,"컵"
841,435,"사과"
842,436,"사과"
843,436,"바나나"
844,436,"컵"
845,437,"사과"
846,438,"바나나"
847,439,"컵"
848,439,"사과"
849,439,"바나나"
850,440,"바나나"
851,440,"컵"
852,440,"사과"
853,441,"바나나"
854,441,"사과"
855,442,"컵"
856,442,"바나나"
857,443,"바나나"
858,443,"컵"
859,444,"바나나"
860,445,"바나나"
861,445,"사과"
862,445,"컵"
863,446,"바나나"
864,447,"컵"
865,448,"컵"
866,449,"사과"
867,449,"컵"
868,450,"컵"
869,451,"바나나"
870,452,"바나나"
871,453,"바나나"
872,453,"컵"
873,453,"사과"
874,454,"사과"
875,455,"바나나"
876,455,"사과"
877,456,"사과"
878,456,"컵"
879,456,"바나나"
880,457,"컵"
881,457,"바나나"
882,457,"사과"
883,458,"컵"
884,459,"컵"
885,460,"컵"
886,460,"사과"
887,461,"컵"
888,461,"바나나"
889,461,"사과"
890,462,"사과"
891,462,"컵"
892,463,"바나나"
893,463,"사과"
894,464,"컵"
895,465,"바나나"
896,466,"사과"
897,466,"바나나"
898,467,"바나나"
899,468,"컵"
900,468,"바나나"
901,468,"사과"
902,469,"사과"
903,470,"사과"
904,471,"사과"
905,471,"바나나"
906,471,"컵"
907,472,"컵"
908,473,"컵"
909,474,"컵"
910,474,"바나나"
911,475,"컵"
912,475,"사과"
913,476,"컵"
914,477,"컵"
915,477,"사과"
916,477,"바나나"
917,478,"바나나"
918,478,"컵"
919,479,"컵"
920,480,"바나나"
921,481,"바나나"
922,481,"사과"
923,481,"컵"
924,482,"바나나"
925,483,"사과"
926,483,"컵"
927,483,"바나나"
928,484,"바나나"
929,484,"사과"
930,485,"사과"
931,485,"바나나"
932,485,"컵"
933,486,"바나나"
934,486,"사과"
935,487,"바나나"
936,487,"컵"
937,488,"컵"
938,488,"바나나"
939,488,"사과"
940,489,"바나나"
941,489,"사과"
942,489,"컵"
943,490,"컵"
944,490,"사과"
945,491,"컵"
946,491,"사과"
947,491,"바나나"
948,492,"바나나"
949,493,"컵"
950,494,"컵"
951,495,"컵"
952,496,"컵"
953,497,"바나나"
954,497,"사과"
955,497,"컵"
956,498,"컵"
957,499,"컵"
958,500,"바나나"
959,501,"사과"
960,501,"컵"
961,502,"사과"
962,502,"컵"
963,502,"바나나"
964,503,"바나나"
965,503,"사과"
966,504,"사과"
967,504,"바나나"
968,504,"컵"
969,505,"컵"
970,505,"바나나"
971,505,"사과"
972,506,"바나나"
973,506,"사과"
974,506,"컵"
975,507,"바나나"
976,507,"사과"
977,508,"컵"
978,509,"컵"
979,509,"바나나"
980,510,"컵"
981,511,"컵"
982,511,"바나나"
983,512,"바나나"
984,513,"바나나"
985,514,"사과"
986,514,"컵"
987,514,"바나나"
988,515,"사과"
989,515,"바나나"
990,515,"컵"
991,516,"사과"
992,517,"바나나"
993,517,"사과"
994,517,"컵"
995,518,"바나나"
996,519,"바나나"
997,520,"바나나"
998,521,"바나나"
999,522,"컵"
1000,523,"컵"
1001,523,"바나나"
1002,523,"사과"
1003,524,"사과"
1004,524,"컵"
1005,524,"바나나"
1006,525,"컵"
1007,525,"사과"
1008,526,"컵"
1009,526,"사과"
1010,526,"바나나"
1011,527,"컵"
1012,527,"바나나"
1013,527,"사과"
1014,528,"컵"
1015,528,"바나나"
1016,529,"컵"
1017,530,"사과"
1018,530,"컵"
1019,531,"컵"
1020,532,"바나나"
1021,532,"컵"
1022,533,"사과"
1023,534,"바나나"
1024,534,"컵"
1025,534,"사과"
1026,535,"사과"
1027,536,"컵"
1028,536,"사과"
1029,536,"바나나"
1030,537,"컵"
1031,537,"바나나"
1032,538,"컵"
1033,539,"컵"
1034,539,"바나나"
1035,540,"사과"
1036,540,"바나나"
1037,540,"컵"
1038,541,"컵"
1039,541,"사과"
1040,542,"바나나"
1041,542,"사과"
1042,543,"바나나"
1043,543,"사과"
1044,543,"컵"
1045,544,"사과"
1046,544,"바나나"
1047,545,"컵"
1048,546,"컵"
1049,546,"사과"
1050,547,"바나나"
1051,548,"컵"
1052,548,"사과"
1053,549,"바나나"
1054,549,"컵"
1055,549,"사과"
1056,550,"사과"
1057,551,"사과"
1058,552,"바나나"
1059,553,"컵"
1060,554,"사과"
1061,555,"컵"
1062,555,"바나나"
1063,556,"바나나"
1064,557,"바나나"
1065,557,"사과"
1066,557,"컵"
1067,558,"바나나"
1068,559,"컵"
1069,559,"바나나"
1070,560,"바나나"
1071,560,"컵"
1072,560,"사과"
1073,561,"사과"
1074,562,"컵"
1075,563,"컵"
1076,564,"바나나"
1077,565,"바나나"
1078,566,"사과"
1079,566,"바나나"
1080,566,"컵"
1081,567,"컵"
1082,567,"사과"
1083,567,"바나나"
1084,568,"바나나"
1085,569,"컵"
1086,569,"사과"
1087,570,"사과"
1088,570,"바나나"
1089,570,"컵"
1090,571,"컵"
1091,571,"사과"
1092,572,"바나나"
1093,572,"컵"
1094,572,"사과"
1095,573,"사과"
1096,574,"사과"
1097,575,"컵"
1098,575,"사과"
1099,575,"바나나"
1100,576,"컵"
1101,576,"바나나"
1102,576,"사과"
1103,577,"컵"
1104,578,"바나나"
1105,579,"바나나"
1106,579,"컵"
1107,580,"사과"
1108,580,"바나나"
1109,580,"컵"
1110,581,"바나나"
1111,581,"사과"
1112,581,"컵"
1113,582,"바나나"
1114,583,"컵"
1115,583,"사과"
1116,584,"컵"
1117,585,"컵"
1118,585,"사과"
1119,586,"바나나"
1120,586,"사과"
1121,586,"컵"
1122,587,"컵"
1123,588,"바나나"
1124,589,"바나나"
1125,589,"사과"
1126,589,"컵"
1127,590,"사과"
1128,590,"바나나"
1129,590,"컵"
1130,591,"바나나"
1131,592,"컵"
1132,592,"바나나"
1133,593,"사과"
1134,594,"바나나"
1135,594,"컵"
1136,594,"사과"
1137,595,"컵"
1138,595,"바나나"
1139,595,"사과"
1140,596,"바나나"
1141,596,"컵"
1142,596,"사과"
1143,597,"컵"
1144,597,"바나나"
1145,597,"사과"
1146,598,"바나나"
1147,598,"컵"
1148,599,"컵"
1149,599,"사과"
1150,599,"바나나"
1151,600,"바나나"
1152,600,"사과"
1153,601,"컵"
1154,602,"컵"
1155,602,"사과"
1156,603,"바나나"
1157,603,"사과"
1158,603,"컵"
1159,604,"사과"
1160,605,"사과"
1161,605,"바나나"
1162,605,"컵"
1163,606,"바나나"
1164,607,"사과"
1165,607,"바나나"
1166,608,"바나나"
1167,608,"사과"
1168,609,"컵"
1169,609,"사과"
1170,610,"바나나"
1171,611,"바나나"
1172,611,"사과"
1173,612,"컵"
1174,613,"컵"
1175,613,"바나나"
1176,614,"바나나"
1177,614,"사과"
1178,615,"사과"
1179,615,"바나나"
1180,616,"바나나"
1181,616,"사과"
1182,616,"컵"
1183,617,"컵"
1184,617,"사과"
1185,617,"바나나"
1186,618,"컵"
1187,618,"바나나"
1188,619,"사과"
1189,620,"바나나"
1190,620,"사과"
1191,620,"컵"
1192,621,"사과"
1193,621,"바나나"
1194,621,"컵"
1195,622,"바나나"
1196,623,"바나나"
1197,623,"컵"
1198,624,"컵"
1199,625,"컵"
1200,626,"바나나"
1201,626,"사과"
1202,627,"바나나"
1203,627,"사과"
1204,627,"컵"
1205,628,"사과"
1206,628,"컵"
1207,628,"바나나"
1208,629,"사과"
1209,630,"사과"
1210,630,"컵"
1211,630,"바나나"
1212,631,"바나나"
1213,632,"바나나"
1214,632,"컵"
1215,633,"컵"
1216,633,"바나나"
1217,633,"사과"
1218,634,"사과"
1219,634,"컵"
1220,634,"바나나"
1221,635,"바나나"
1222,635,"컵"
1223,635,"사과"
1224,636,"사과"
1225,636,"컵"
1226,636,"바나나"
1227,637,"사과"
1228,637,"바나나"
1229,638,"사과"
1230,639,"컵"
1231,639,"바나나"
1232,639,"사과"
1233,640,"사과"
1234,640,"컵"
1235,640,"바나나"
1236,641,"사과"
1237,642,"컵"
1238,642,"사과"
1239,642,"바나나"
1240,643,"바나나"
1241,643,"컵"
1242,643,"사과"
1243,644,"사과"
1244,644,"컵"
1245,644,"바나나"
1246,645,"컵"
1247,645,"바나나"
1248,645,"사과"
1249,646,"컵"
1250,646,"사과"
1251,647,"사과"
1252,647,"바나나"
1253,647,"컵"
1254,648,"컵"
1255,648,"바나나"
1256,648,"사과"
1257,649,"바나나"
1258,649,"사과"
1259,650,"바나나"
1260,650,"컵"
1261,650,"사과"
1262,651,"바나나"
1263,651,"컵"
1264,651,"사과"
1265,652,"사과"
1266,652,"바나나"
1267,652,"컵"
1268,653,"컵"
1269,654,"사과"
1270,654,"바나나"
1271,654,"컵"
1272,655,"컵"
1273,655,"사과"
1274,655,"바나나"
1275,656,"바나나"
1276,656,"컵"
1277,657,"컵"
1278,657,"바나나"
1279,658,"사과"
1280,658,"컵"
1281,658,"바나나"
1282,659,"컵"
1283,659,"바나나"
1284,659,"사과"
1285,660,"바나나"
1286,660,"컵"
1287,660,"사과"
1288,661,"컵"
1289,662,"컵"
1290,662,"사과"
1291,662,"바나나"
1292,663,"컵"
1293,664,"사과"
1294,665,"컵"
1295,666,"바나나"
1296,666,"컵"
1297,667,"컵"
1298,668,"바나나"
1299,668,"사과"
1300,669,"사과"
1301,669,"바나나"
1302,670,"컵"
1303,671,"바나나"
1304,671,"사과"
1305,672,"사과"
1306,672,"바나나"
1307,673,"컵"
1308,674,"사과"
1309,674,"바나나"
1310,674,"컵"
1311,675,"바나나"
1312,675,"사과"
1313,676,"사과"
1314,676,"바나나"
1315,677,"컵"
1316,677,"사과"
1317,677,"바나나"
1318,678,"바나나"
1319,679,"컵"
1320,680,"사과"
1321,680,"바나나"
1322,681,"바나나"
1323,681,"컵"
1324,681,"사과"
1325,682,"컵"
1326,683,"사과"
1327,683,"바나나"
1328,684,"바나나"
1329,684,"컵"
1330,685,"컵"
1331,685,"바나나"
1332,685,"사과"
1333,686,"바나나"
1334,686,"컵"
1335,687,"사과"
1336,687,"바나나"
1337,687,"컵"
1338,688,"바나나"
1339,689,"바나나"
1340,690,"컵"
1341,690,"바나나"
1342,690,"사과"
1343,691,"사과"
1344,691,"바나나"
1345,692,"바나나"
1346,692,"컵"
1347,693,"사과"
1348,693,"컵"
1349,693,"바나나"
1350,694,"사과"
1351,695,"바나나"
1352,695,"컵"
1353,695,"사과"
1354,696,"컵"
1355,696,"사과"
1356,696,"바나나"
1357,697,"바나나"
1358,697,"컵"
1359,698,"컵"
1360,698,"바나나"
1361,699,"컵"
1362,699,"바나나"
1363,700,"컵"
1364,700,"바나나"
1365,701,"컵"
1366,701,"사과"
1367,701,"바나나"
1368,702,"사과"
1369,702,"컵"
1370,702,"바나나"
1371,703,"사과"
1372,703,"컵"
1373,704,"바나나"
1374,704,"컵"
1375,704,"사과"
1376,705,"사과"
1377,706,"컵"
1378,706,"사과"
1379,706,"바나나"
1380,707,"컵"
1381,707,"사과"
1382,707,"바나나"
1383,708,"컵"
1384,708,"바나나"
1385,709,"사과"
1386,709,"컵"
1387,709,"바나나"
1388,710,"컵"
1389,710,"바나나"
1390,711,"컵"
1391,711,"사과"
1392,712,"사과"
1393,712,"바나나"
1394,713,"컵"
1395,713,"바나나"
1396,714,"컵"
1397,715,"사과"
1398,716,"바나나"
1399,716,"사과"
1400,716,"컵"
1401,717,"사과"
1402,717,"바나나"
1403,718,"사과"
1404,718,"컵"
1405,719,"사과"
1406,719,"바나나"
1407,719,"컵"
1408,720,"컵"
1409,721,"컵"
1410,721,"바나나"
1411,722,"사과"
1412,723,"컵"
1413,723,"바나나"
1414,723,"사과"
1415,724,"바나나"
1416,724,"사과"
1417,725,"바나나"
1418,725,"사과"
1419,725,"컵"
1420,726,"바나나"
1421,727,"컵"
1422,728,"사과"
1423,728,"바나나"
1424,728,"컵"
1425,729,"컵"
1426,729,"바나나"
1427,730,"컵"
1428,731,"컵"
1429,731,"바나나"
1430,731,"사과"
1431,732,"컵"
1432,732,"바나나"
1433,732,"사과"
1434,733,"컵"
1435,733,"사과"
1436,733,"바나나"
1437,734,"바나나"
1438,734,"사과"
1439,735,"바나나"
1440,735,"사과"
1441,735,"컵"
1442,736,"컵"
1443,736,"사과"
1444,736,"바나나"
1445,737,"컵"
1446,738,"컵"
1447,738,"사과"
